Customer ID,Internal ID,Original Internal ID,Obligor Name,City,Country,Zip Code,Industry Code,Industry Code Type,Obligor Internal Risk Rating,TIN,Stock Exchange,Ticker Symbol
CUST0027,OBL0027,OBL0027,Company 27,San Francisco,France,55235,4234,SIC,1,237329622,LSE,TICK27
CUST0028,OBL0028,OBL0028,Company 28,Boston,France,65318,5415,SIC,5,962877841,LSE,TICK28
CUST0029,OBL0029,OBL0029,Company 29,Boston,Germany,21517,3361,SIC,4,839137555,NASDAQ,TICK29
CUST0030,OBL0030,OBL0030,Company 30,Houston,UK,33827,4234,SIC,4,603461188,NYSE,TICK30
CUST0031,OBL0031,OBL0031,Company 31,Houston,Canada,75630,6244,NAICS,2,238095466,TSX,TICK31
CUST0032,OBL0032,OBL0032,Company 32,Chicago,France,13774,6244,SIC,5,315381139,Euronext,TICK32
CUST0033,OBL0033,OBL0033,Company 33,Houston,Canada,10464,5415,SIC,4,502271202,LSE,TICK33
CUST0034,OBL0034,OBL0034,Company 34,Boston,Canada,87933,6113,NAICS,2,504460275,LSE,TICK34
CUST0035,OBL0035,OBL0035,Company 35,Los Angeles,USA,63949,4234,SIC,2,825425572,NYSE,TICK35
CUST0036,OBL0036,OBL0036,Company 36,Los Angeles,USA,61222,3254,NAICS,2,275850997,NASDAQ,TICK36
CUST0037,OBL0037,OBL0037,Company 37,Houston,UK,45212,5411,SIC,1,182862536,Euronext,TICK37
CUST0038,OBL0038,OBL0038,Company 38,Chicago,Germany,86726,5415,SIC,4,118429850,Euronext,TICK38
CUST0039,OBL0039,OBL0039,Company 39,Los Angeles,Germany,30129,4234,NAICS,2,213263310,NASDAQ,TICK39
CUST0040,OBL0040,OBL0040,Company 40,San Francisco,Germany,55445,3254,NAICS,4,382183235,TSX,TICK40
CUST0041,OBL0041,OBL0041,Company 41,Chicago,Canada,19899,3254,SIC,1,737272065,Euronext,TICK41
CUST0042,OBL0042,OBL0042,Company 42,New York,UK,96231,5222,NAICS,5,855061780,LSE,TICK42
CUST0043,OBL0043,OBL0043,Company 43,Miami,France,22410,5411,NAICS,3,113907566,LSE,TICK43
CUST0044,OBL0044,OBL0044,Company 44,New York,Germany,75549,3361,SIC,5,465156575,Euronext,TICK44
CUST0045,OBL0045,OBL0045,Company 45,Miami,France,90017,3254,SIC,4,865463803,LSE,TICK45
CUST0046,OBL0046,OBL0046,Company 46,Seattle,Germany,89472,5415,NAICS,2,796144780,NYSE,TICK46
CUST0047,OBL0047,OBL0047,Company 47,Seattle,USA,67155,5222,SIC,5,784832505,Euronext,TICK47
CUST0048,OBL0048,OBL0048,Company 48,San Francisco,Canada,29606,3254,SIC,1,736151536,NASDAQ,TICK48
CUST0049,OBL0049,OBL0049,Company 49,New York,Canada,16406,5415,NAICS,2,551279695,TSX,TICK49
CUST0050,OBL0050,OBL0050,Company 50,San Francisco,Canada,56860,6113,NAICS,3,366124961,TSX,TICK50
CUST0051,OBL0051,OBL0051,Company 51,Seattle,USA,65417,5222,NAICS,3,676332126,NASDAQ,TICK51
CUST0052,OBL0052,OBL0052,Company 52,San Francisco,USA,53881,4234,SIC,1,167963863,LSE,TICK52
CUST0053,OBL0053,OBL0053,Company 53,San Francisco,UK,70877,6244,SIC,5,532039091,Euronext,TICK53
CUST0054,OBL0054,OBL0054,Company 54,Miami,USA,58320,5415,SIC,4,935701746,NASDAQ,TICK54
CUST0055,OBL0055,OBL0055,Company 55,San Francisco,Canada,37549,3254,NAICS,5,698421818,LSE,TICK55
CUST0056,OBL0056,OBL0056,Company 56,Boston,Germany,63212,6244,NAICS,5,245246764,NASDAQ,TICK56
CUST0057,OBL0057,OBL0057,Company 57,Miami,France,27495,5222,SIC,2,601280535,NYSE,TICK57
CUST0058,OBL0058,OBL0058,Company 58,Miami,Germany,26587,6244,SIC,1,110690662,NASDAQ,TICK58
CUST0059,OBL0059,OBL0059,Company 59,Chicago,Canada,60061,4234,SIC,4,113325101,TSX,TICK59
CUST0060,OBL0060,OBL0060,Company 60,New York,USA,14796,5222,SIC,5,632555253,NYSE,TICK60
CUST0061,OBL0061,OBL0061,Company 61,Los Angeles,USA,50339,3361,SIC,3,859869256,NASDAQ,TICK61
CUST0062,OBL0062,OBL0062,Company 62,Chicago,France,74575,5411,SIC,5,660876221,LSE,TICK62
CUST0063,OBL0063,OBL0063,Company 63,Los Angeles,UK,26476,4234,SIC,4,839270192,LSE,TICK63
CUST0064,OBL0064,OBL0064,Company 64,Chicago,Germany,87284,5222,NAICS,3,909792111,NYSE,TICK64
CUST0065,OBL0065,OBL0065,Company 65,San Francisco,France,81758,6244,SIC,5,607828030,TSX,TICK65
CUST0066,OBL0066,OBL0066,Company 66,Los Angeles,Canada,14616,6244,SIC,5,641158068,Euronext,TICK66
CUST0067,OBL0067,OBL0067,Company 67,San Francisco,Germany,57919,5415,SIC,4,114987385,LSE,TICK67
CUST0068,OBL0068,OBL0068,Company 68,Houston,UK,78756,3254,NAICS,2,759416346,LSE,TICK68
CUST0069,OBL0069,OBL0069,Company 69,Chicago,France,79405,6244,SIC,3,500116872,NASDAQ,TICK69
CUST0070,OBL0070,OBL0070,Company 70,Houston,Canada,23808,6113,SIC,4,671372740,LSE,TICK70
CUST0071,OBL0071,OBL0071,Company 71,Seattle,UK,38849,6113,NAICS,5,784658359,LSE,TICK71
CUST0072,OBL0072,OBL0072,Company 72,Houston,France,68792,5222,NAICS,3,457453050,NYSE,TICK72
CUST0073,OBL0073,OBL0073,Company 73,Chicago,Canada,91596,6113,NAICS,5,632927454,LSE,TICK73
CUST0074,OBL0074,OBL0074,Company 74,Seattle,UK,27777,6244,NAICS,3,357107996,NYSE,TICK74
CUST0075,OBL0075,OBL0075,Company 75,Chicago,UK,65428,6113,NAICS,1,118733844,Euronext,TICK75
CUST0076,OBL0076,OBL0076,Company 76,Houston,Germany,50441,6244,SIC,1,931693579,TSX,TICK76
CUST0077,OBL0077,OBL0077,Company 77,Seattle,USA,84339,5222,SIC,4,762187947,TSX,TICK77
CUST0078,OBL0078,OBL0078,Company 78,Boston,UK,24539,3361,NAICS,2,474775091,Euronext,TICK78
CUST0079,OBL0079,OBL0079,Company 79,Los Angeles,Germany,62823,3361,SIC,1,969317043,TSX,TICK79
CUST0080,OBL0080,OBL0080,Company 80,Los Angeles,France,29948,3254,NAICS,2,745507836,TSX,TICK80
CUST0081,OBL0081,OBL0081,Company 81,Seattle,USA,53892,3254,NAICS,1,390464494,Euronext,TICK81
CUST0082,OBL0082,OBL0082,Company 82,Boston,Germany,93531,4234,SIC,1,663331621,Euronext,TICK82
CUST0083,OBL0083,OBL0083,Company 83,Seattle,UK,84541,6113,SIC,2,411000983,NASDAQ,TICK83
CUST0084,OBL0084,OBL0084,Company 84,Chicago,Canada,26878,4234,NAICS,5,330387165,LSE,TICK84
CUST0085,OBL0085,OBL0085,Company 85,New York,France,30251,5411,SIC,1,179744052,TSX,TICK85
CUST0086,OBL0086,OBL0086,Company 86,San Francisco,UK,96689,6113,NAICS,4,420574358,LSE,TICK86
CUST0087,OBL0087,OBL0087,Company 87,New York,Germany,36940,4234,NAICS,2,670219018,Euronext,TICK87
CUST0088,OBL0088,OBL0088,Company 88,Miami,Germany,66257,5411,NAICS,5,659400819,LSE,TICK88
CUST0089,OBL0089,OBL0089,Company 89,Chicago,USA,55298,5222,SIC,2,268746539,Euronext,TICK89
CUST0090,OBL0090,OBL0090,Company 90,San Francisco,Germany,44980,6113,SIC,2,873309502,NYSE,TICK90
CUST0091,OBL0091,OBL0091,Company 91,Los Angeles,France,56081,6113,SIC,1,212394118,NASDAQ,TICK91
CUST0092,OBL0092,OBL0092,Company 92,San Francisco,Canada,83165,6113,NAICS,4,934989228,LSE,TICK92
CUST0093,OBL0093,OBL0093,Company 93,Seattle,France,95008,5222,SIC,4,471365171,NASDAQ,TICK93
CUST0094,OBL0094,OBL0094,Company 94,Chicago,USA,15358,6113,SIC,2,181973597,Euronext,TICK94
CUST0095,OBL0095,OBL0095,Company 95,Houston,Canada,49239,4234,SIC,1,472811216,NYSE,TICK95
CUST0096,OBL0096,OBL0096,Company 96,Miami,UK,66999,3254,NAICS,4,568525437,TSX,TICK96
CUST0097,OBL0097,OBL0097,Company 97,Seattle,Canada,96359,3361,NAICS,3,561371788,TSX,TICK97
CUST0098,OBL0098,OBL0098,Company 98,Chicago,Canada,62958,3361,NAICS,3,474468818,NASDAQ,TICK98
CUST0099,OBL0099,OBL0099,Company 99,Chicago,Germany,83638,5415,NAICS,5,152682105,NYSE,TICK99
CUST0100,OBL0100,OBL0100,Company 100,Los Angeles,Germany,46490,5415,NAICS,3,922495561,TSX,TICK100
CUST0101,OBL0101,OBL0101,Company 101,New York,USA,81054,5415,NAICS,1,653606444,LSE,TICK101
CUST0102,OBL0102,OBL0102,Company 102,Boston,USA,83521,3254,NAICS,3,108618903,Euronext,TICK102
CUST0103,OBL0103,OBL0103,Company 103,Houston,Germany,82177,3254,NAICS,1,698624219,NASDAQ,TICK103
CUST0104,OBL0104,OBL0104,Company 104,San Francisco,USA,94452,3254,SIC,5,445449390,Euronext,TICK104
CUST0105,OBL0105,OBL0105,Company 105,New York,USA,72070,6244,NAICS,2,992948141,NASDAQ,TICK105
CUST0106,OBL0106,OBL0106,Company 106,San Francisco,UK,18833,6244,SIC,1,467537503,Euronext,TICK106
CUST0107,OBL0107,OBL0107,Company 107,Los Angeles,Canada,65423,4234,NAICS,1,773482992,Euronext,TICK107
CUST0108,OBL0108,OBL0108,Company 108,Los Angeles,USA,86457,3361,NAICS,4,925139056,NYSE,TICK108
CUST0109,OBL0109,OBL0109,Company 109,Seattle,Canada,36837,4234,NAICS,5,968778995,LSE,TICK109
CUST0110,OBL0110,OBL0110,Company 110,Seattle,France,44569,6244,SIC,2,753749134,LSE,TICK110
CUST0111,OBL0111,OBL0111,Company 111,Chicago,USA,78052,3361,SIC,1,331048271,NYSE,TICK111
CUST0112,OBL0112,OBL0112,Company 112,Seattle,France,39055,6113,NAICS,5,850363667,NYSE,TICK112
CUST0113,OBL0113,OBL0113,Company 113,Chicago,France,70734,5222,SIC,3,947001258,LSE,TICK113
CUST0114,OBL0114,OBL0114,Company 114,Boston,Canada,38688,5222,SIC,1,441235078,NASDAQ,TICK114
CUST0115,OBL0115,OBL0115,Company 115,Los Angeles,Germany,70415,5415,NAICS,4,965802164,LSE,TICK115
CUST0116,OBL0116,OBL0116,Company 116,Los Angeles,France,73338,5222,NAICS,1,850084971,Euronext,TICK116
CUST0117,OBL0117,OBL0117,Company 117,Miami,UK,37073,5415,NAICS,5,116454518,Euronext,TICK117
CUST0118,OBL0118,OBL0118,Company 118,Los Angeles,USA,93535,3361,NAICS,1,270684934,LSE,TICK118
CUST0119,OBL0119,OBL0119,Company 119,Boston,UK,10529,5222,NAICS,5,862613241,NYSE,TICK119
CUST0120,OBL0120,OBL0120,Company 120,Los Angeles,UK,11406,3254,SIC,5,850477825,TSX,TICK120
CUST0121,OBL0121,OBL0121,Company 121,Miami,Germany,80036,6244,SIC,3,622806919,NASDAQ,TICK121
CUST0122,OBL0122,OBL0122,Company 122,Boston,Canada,62358,6113,NAICS,3,404186130,Euronext,TICK122
CUST0123,OBL0123,OBL0123,Company 123,San Francisco,Germany,46405,6113,NAICS,5,993940347,NASDAQ,TICK123
CUST0124,OBL0124,OBL0124,Company 124,Houston,UK,24905,5411,SIC,3,705561304,NASDAQ,TICK124
CUST0125,OBL0125,OBL0125,Company 125,Los Angeles,France,53409,6244,NAICS,4,645234155,NYSE,TICK125
CUST0126,OBL0126,OBL0126,Company 126,New York,Canada,35285,5222,NAICS,1,902284857,NYSE,TICK126
CUST0127,OBL0127,OBL0127,Company 127,Boston,France,36672,3254,NAICS,1,870517512,LSE,TICK127
CUST0128,OBL0128,OBL0128,Company 128,San Francisco,Canada,96880,6244,SIC,3,730197762,Euronext,TICK128
CUST0129,OBL0129,OBL0129,Company 129,New York,Canada,66394,6244,SIC,5,765813172,NASDAQ,TICK129
CUST0130,OBL0130,OBL0130,Company 130,San Francisco,Germany,58804,5415,NAICS,5,682233351,NASDAQ,TICK130
CUST0131,OBL0131,OBL0131,Company 131,Boston,Canada,60394,5411,NAICS,1,821752952,NYSE,TICK131
CUST0132,OBL0132,OBL0132,Company 132,Seattle,Germany,73176,3254,SIC,3,126397760,LSE,TICK132
CUST0133,OBL0133,OBL0133,Company 133,Boston,Canada,93359,5411,NAICS,4,486998414,Euronext,TICK133
CUST0134,OBL0134,OBL0134,Company 134,San Francisco,USA,83136,6113,SIC,3,303738155,LSE,TICK134
CUST0135,OBL0135,OBL0135,Company 135,New York,UK,50202,4234,SIC,4,780348741,Euronext,TICK135
CUST0136,OBL0136,OBL0136,Company 136,Miami,Canada,15538,6244,NAICS,2,197678471,LSE,TICK136
CUST0137,OBL0137,OBL0137,Company 137,Miami,USA,80083,5411,NAICS,1,587531992,TSX,TICK137
CUST0138,OBL0138,OBL0138,Company 138,New York,Canada,28595,3361,SIC,4,945092105,TSX,TICK138
CUST0139,OBL0139,OBL0139,Company 139,Chicago,UK,89895,5411,NAICS,2,691979241,NYSE,TICK139
CUST0140,OBL0140,OBL0140,Company 140,Chicago,France,15739,3254,SIC,1,942680363,Euronext,TICK140
CUST0141,OBL0141,OBL0141,Company 141,Houston,Germany,49461,6113,SIC,3,765262585,NASDAQ,TICK141
CUST0142,OBL0142,OBL0142,Company 142,Miami,France,46943,5222,SIC,5,645808391,TSX,TICK142
CUST0143,OBL0143,OBL0143,Company 143,Los Angeles,Germany,55077,3254,NAICS,2,314095511,NASDAQ,TICK143
CUST0144,OBL0144,OBL0144,Company 144,Miami,Germany,43578,3254,NAICS,4,535875049,NASDAQ,TICK144
CUST0145,OBL0145,OBL0145,Company 145,Boston,Canada,69754,3361,NAICS,1,546570897,TSX,TICK145
CUST0146,OBL0146,OBL0146,Company 146,Houston,France,31288,5415,NAICS,4,378382041,Euronext,TICK146
CUST0147,OBL0147,OBL0147,Company 147,Houston,France,51143,5411,SIC,4,270042467,Euronext,TICK147
CUST0148,OBL0148,OBL0148,Company 148,Boston,UK,28822,5411,SIC,2,714511233,NYSE,TICK148
CUST0149,OBL0149,OBL0149,Company 149,Seattle,USA,47035,6244,SIC,5,350140191,LSE,TICK149
CUST0150,OBL0150,OBL0150,Company 150,San Francisco,Germany,94467,6244,NAICS,3,793160969,NYSE,TICK150
CUST0151,OBL0151,OBL0151,Company 151,Chicago,France,95658,5415,SIC,4,624957172,NYSE,TICK151
CUST0152,OBL0152,OBL0152,Company 152,Boston,UK,89928,5415,NAICS,2,312973358,NASDAQ,TICK152
CUST0153,OBL0153,OBL0153,Company 153,Seattle,USA,71424,3254,SIC,2,610777004,LSE,TICK153
CUST0154,OBL0154,OBL0154,Company 154,Boston,UK,30716,5222,NAICS,2,588725122,Euronext,TICK154
CUST0155,OBL0155,OBL0155,Company 155,Seattle,Germany,85096,5411,SIC,2,627957143,LSE,TICK155
CUST0156,OBL0156,OBL0156,Company 156,Miami,Germany,19861,3254,SIC,1,753675273,Euronext,TICK156
CUST0157,OBL0157,OBL0157,Company 157,New York,France,27109,4234,SIC,4,199708673,NYSE,TICK157
CUST0158,OBL0158,OBL0158,Company 158,Miami,France,37533,5222,NAICS,3,291846543,NASDAQ,TICK158
CUST0159,OBL0159,OBL0159,Company 159,Boston,Canada,71540,4234,SIC,1,953194927,Euronext,TICK159
CUST0160,OBL0160,OBL0160,Company 160,Houston,Canada,46258,3254,NAICS,4,523985036,Euronext,TICK160
CUST0161,OBL0161,OBL0161,Company 161,Chicago,Canada,15979,4234,SIC,5,463191084,TSX,TICK161
CUST0162,OBL0162,OBL0162,Company 162,Seattle,Germany,12476,3361,NAICS,2,188432379,NASDAQ,TICK162
CUST0163,OBL0163,OBL0163,Company 163,Boston,Germany,74676,5415,SIC,2,804725903,TSX,TICK163
CUST0164,OBL0164,OBL0164,Company 164,Los Angeles,Germany,14147,6113,NAICS,5,565045990,NASDAQ,TICK164
CUST0165,OBL0165,OBL0165,Company 165,Boston,Canada,49873,6113,SIC,2,301836308,NYSE,TICK165
CUST0166,OBL0166,OBL0166,Company 166,Houston,UK,96476,6244,SIC,5,384569815,NASDAQ,TICK166
CUST0167,OBL0167,OBL0167,Company 167,Houston,Germany,39338,3254,SIC,5,612490470,NASDAQ,TICK167
CUST0168,OBL0168,OBL0168,Company 168,Houston,USA,15078,3254,SIC,4,226251947,Euronext,TICK168
CUST0169,OBL0169,OBL0169,Company 169,Chicago,Canada,86520,3254,NAICS,1,904136183,NASDAQ,TICK169
CUST0170,OBL0170,OBL0170,Company 170,Houston,Canada,28941,3361,NAICS,3,393677374,NYSE,TICK170
CUST0171,OBL0171,OBL0171,Company 171,Houston,Germany,35583,3254,SIC,5,985320671,NASDAQ,TICK171
CUST0172,OBL0172,OBL0172,Company 172,Boston,USA,45851,5222,NAICS,3,101578930,NASDAQ,TICK172
CUST0173,OBL0173,OBL0173,Company 173,Miami,USA,15661,3254,NAICS,4,345701444,NASDAQ,TICK173
CUST0174,OBL0174,OBL0174,Company 174,San Francisco,Canada,66620,6113,SIC,3,701598607,Euronext,TICK174
CUST0175,OBL0175,OBL0175,Company 175,Seattle,UK,23394,6113,NAICS,1,456482946,LSE,TICK175
CUST0176,OBL0176,OBL0176,Company 176,Boston,Germany,80776,3361,SIC,3,253453078,LSE,TICK176
CUST0177,OBL0177,OBL0177,Company 177,New York,France,74915,4234,SIC,1,724198845,NYSE,TICK177
CUST0178,OBL0178,OBL0178,Company 178,Houston,Canada,61089,6113,NAICS,5,584452079,LSE,TICK178
CUST0179,OBL0179,OBL0179,Company 179,Seattle,USA,82942,5411,NAICS,3,192677960,NYSE,TICK179
CUST0180,OBL0180,OBL0180,Company 180,Seattle,Canada,39040,5411,SIC,3,963298887,LSE,TICK180
CUST0181,OBL0181,OBL0181,Company 181,Los Angeles,UK,97199,6244,NAICS,4,319557552,TSX,TICK181
CUST0182,OBL0182,OBL0182,Company 182,Chicago,UK,68499,3361,SIC,2,660646911,TSX,TICK182
CUST0183,OBL0183,OBL0183,Company 183,Boston,Germany,64132,3361,NAICS,1,688966775,LSE,TICK183
CUST0184,OBL0184,OBL0184,Company 184,San Francisco,UK,71513,3361,SIC,3,987016110,Euronext,TICK184
CUST0185,OBL0185,OBL0185,Company 185,New York,UK,40313,4234,NAICS,1,804360647,NYSE,TICK185
CUST0186,OBL0186,OBL0186,Company 186,Seattle,UK,17593,5415,NAICS,2,221601242,Euronext,TICK186
CUST0187,OBL0187,OBL0187,Company 187,Boston,UK,17280,3361,SIC,3,806853548,Euronext,TICK187
CUST0188,OBL0188,OBL0188,Company 188,Houston,Germany,96828,6113,NAICS,3,788313909,NYSE,TICK188
CUST0189,OBL0189,OBL0189,Company 189,New York,Canada,83715,3361,SIC,5,495205506,TSX,TICK189
CUST0190,OBL0190,OBL0190,Company 190,Boston,France,68157,6244,NAICS,3,642989231,NYSE,TICK190
CUST0191,OBL0191,OBL0191,Company 191,Los Angeles,Germany,52433,5411,NAICS,2,296789871,TSX,TICK191
CUST0192,OBL0192,OBL0192,Company 192,Chicago,USA,91799,3361,NAICS,3,665829353,TSX,TICK192
CUST0193,OBL0193,OBL0193,Company 193,Boston,UK,85616,6113,NAICS,3,589800609,Euronext,TICK193
CUST0194,OBL0194,OBL0194,Company 194,Chicago,USA,37564,5411,NAICS,5,259343045,TSX,TICK194
CUST0195,OBL0195,OBL0195,Company 195,Miami,Germany,31778,3254,SIC,1,369927528,NYSE,TICK195
CUST0196,OBL0196,OBL0196,Company 196,Boston,Germany,48127,6244,SIC,1,729296783,NASDAQ,TICK196
CUST0197,OBL0197,OBL0197,Company 197,New York,UK,82129,5222,NAICS,5,764638215,LSE,TICK197
CUST0198,OBL0198,OBL0198,Company 198,Seattle,Canada,81946,6244,NAICS,5,378834449,NYSE,TICK198
CUST0199,OBL0199,OBL0199,Company 199,New York,USA,85441,6113,NAICS,4,735135619,NYSE,TICK199
CUST0200,OBL0200,OBL0200,Company 200,Miami,UK,74404,5411,NAICS,2,298944599,TSX,TICK200
CUST0201,OBL0201,OBL0201,Company 201,San Francisco,Canada,98081,6244,SIC,1,741441081,NASDAQ,TICK201
CUST0202,OBL0202,OBL0202,Company 202,Boston,Canada,45233,6244,SIC,1,217884169,LSE,TICK202
CUST0203,OBL0203,OBL0203,Company 203,New York,France,95246,5222,SIC,4,146812801,LSE,TICK203
CUST0204,OBL0204,OBL0204,Company 204,Seattle,USA,41342,5411,NAICS,2,677759763,LSE,TICK204
CUST0205,OBL0205,OBL0205,Company 205,Los Angeles,Germany,30741,6113,NAICS,5,595731715,Euronext,TICK205
CUST0206,OBL0206,OBL0206,Company 206,Houston,USA,12258,3361,NAICS,5,167334035,TSX,TICK206
CUST0207,OBL0207,OBL0207,Company 207,San Francisco,Canada,69964,6113,SIC,5,905489775,NYSE,TICK207
CUST0208,OBL0208,OBL0208,Company 208,Los Angeles,France,79099,5222,SIC,3,705060357,Euronext,TICK208
CUST0209,OBL0209,OBL0209,Company 209,San Francisco,France,41053,5222,SIC,1,252059573,TSX,TICK209
CUST0210,OBL0210,OBL0210,Company 210,San Francisco,USA,16850,3254,NAICS,1,980497439,NYSE,TICK210
CUST0211,OBL0211,OBL0211,Company 211,Houston,Canada,75361,3361,NAICS,3,885003814,LSE,TICK211
CUST0212,OBL0212,OBL0212,Company 212,Seattle,UK,38343,6244,NAICS,2,276216187,Euronext,TICK212
CUST0213,OBL0213,OBL0213,Company 213,Chicago,Canada,26859,3361,SIC,4,612931007,TSX,TICK213
CUST0214,OBL0214,OBL0214,Company 214,San Francisco,Germany,98319,4234,NAICS,2,260923298,NYSE,TICK214
CUST0215,OBL0215,OBL0215,Company 215,Miami,France,40880,5411,NAICS,4,552466150,NYSE,TICK215
CUST0216,OBL0216,OBL0216,Company 216,New York,France,18840,3361,NAICS,2,946750543,LSE,TICK216
CUST0217,OBL0217,OBL0217,Company 217,Houston,France,63045,6113,NAICS,1,239741943,NYSE,TICK217
CUST0218,OBL0218,OBL0218,Company 218,Los Angeles,France,32639,4234,SIC,3,394636029,NYSE,TICK218
CUST0219,OBL0219,OBL0219,Company 219,San Francisco,UK,75137,5411,SIC,2,975519541,NASDAQ,TICK219
CUST0220,OBL0220,OBL0220,Company 220,Boston,Germany,59406,4234,SIC,5,893336685,Euronext,TICK220
CUST0221,OBL0221,OBL0221,Company 221,Seattle,Germany,45854,5415,SIC,1,894221411,Euronext,TICK221
CUST0222,OBL0222,OBL0222,Company 222,Boston,Canada,95919,3361,NAICS,5,730992149,NYSE,TICK222
CUST0223,OBL0223,OBL0223,Company 223,Los Angeles,Germany,66000,3254,SIC,4,971812933,NASDAQ,TICK223
CUST0224,OBL0224,OBL0224,Company 224,Los Angeles,USA,77030,5222,SIC,2,680515087,NASDAQ,TICK224
CUST0225,OBL0225,OBL0225,Company 225,Miami,Canada,42957,6244,NAICS,5,310631356,Euronext,TICK225
CUST0226,OBL0226,OBL0226,Company 226,San Francisco,UK,49950,3254,SIC,4,748247702,NASDAQ,TICK226
CUST0227,OBL0227,OBL0227,Company 227,Houston,Germany,38406,5222,SIC,4,112167572,Euronext,TICK227
CUST0228,OBL0228,OBL0228,Company 228,Chicago,France,19959,5222,NAICS,5,431687708,NASDAQ,TICK228
CUST0229,OBL0229,OBL0229,Company 229,Boston,USA,20737,5411,SIC,1,440909017,TSX,TICK229
CUST0230,OBL0230,OBL0230,Company 230,Los Angeles,UK,57713,5415,SIC,4,821359877,LSE,TICK230
CUST0231,OBL0231,OBL0231,Company 231,Chicago,UK,79539,6244,SIC,3,879136225,NYSE,TICK231
CUST0232,OBL0232,OBL0232,Company 232,Boston,France,29843,5411,SIC,3,190947701,NYSE,TICK232
CUST0233,OBL0233,OBL0233,Company 233,New York,Germany,66026,6244,NAICS,4,625864420,NYSE,TICK233
CUST0234,OBL0234,OBL0234,Company 234,Boston,Canada,51935,5222,SIC,2,155104094,TSX,TICK234
CUST0235,OBL0235,OBL0235,Company 235,Houston,France,43458,6244,SIC,2,547870215,TSX,TICK235
CUST0236,OBL0236,OBL0236,Company 236,Miami,France,89884,6244,SIC,4,459637150,NASDAQ,TICK236
CUST0237,OBL0237,OBL0237,Company 237,Seattle,USA,25704,5411,NAICS,5,524326982,Euronext,TICK237
CUST0238,OBL0238,OBL0238,Company 238,Seattle,UK,60935,3254,SIC,2,292857512,NYSE,TICK238
CUST0239,OBL0239,OBL0239,Company 239,Los Angeles,USA,44592,6113,NAICS,1,283294296,Euronext,TICK239
